[[{'duration': 3.48, 'start': 0.04, 'text': '안녕하세요. 조코딩입니다. 바이브'},
  {'duration': 4.201, 'start': 558.279, 'text': '됩니다. 그래서 IT 어느 분야에'},
  {'duration': 4.0, 'start': 560.079, 'text': '계시더라도 결국에는이 모든 것을 할'},
  {'duration': 3.2, 'start': 562.48, 'text': '줄 아셔야 되지 않을까 그런 생각이'},
  {'duration': 3.32, 'start': 564.079, 'text': '듭니다. 이런 시대가 저는 너무나'},
  {'duration': 3.839, 'start': 565.68, 'text': '당연하게 올 거라고 생각이 들어서'},
  {'duration': 3.641, 'start': 567.399, 'text': '조코딩 회사 차원에서도 프로덕 빌더를'},
  {'duration': 3.56, 'start': 569.519, 'text': '채용을 했습니다. 그래서 이제는 1인'},
  {'duration': 3.64, 'start': 571.04, 'text': '창업가를 하실 수 있는 분만 살아남을'},
  {'duration': 3.601, 'start': 573.079, 'text': '수 있을 것 같은네 그런 시대가'},
  {'duration': 4.279, 'start': 574.68, 'text': '됐습니다. 구글 CEO 순다 피차이와'},
  {'duration': 3.96, 'start': 576.68, 'text': '직접 만나서 인터뷰도 했었는데 여기서'},
  {'duration': 3.361, 'start': 578.959, 'text': '순다 피차이가 했던 말도 AI로'},
  {'duration': 3.36, 'start': 580.64, 'text': '인해서 그 어느 때보다도 더'},
  {'duration': 3.36, 'start': 582.32, 'text': '창의적으로 표현할 수 있는 시대가'},
  {'duration': 3.0, 'start': 584.0, 'text': '됐다. 당신이 성취할 수 있는 목표를'},
  {'duration': 3.159, 'start': 585.68, 'text': '더 크게 상상하세요. 이런'},
  {'duration': 3.68, 'start': 587.0, 'text': '에이전트들이 많은 일을 대신해 줄 수'},
  {'duration': 3.721, 'start': 588.839, 'text': '있으니까 더 큰 그림을 상상하고'},
  {'duration': 3.56, 'start': 590.68, 'text': 'A에트한테 시켜 가면서 하기만 하면'},
  {'duration': 3.399, 'start': 592.56, 'text': '됩니다. 소수의 인원이 어느 정도까지'},
  {'duration': 3.76, 'start': 594.24, 'text': '성과를 올릴 수 있나? 요즘 AI'},
  {'duration': 4.0, 'start': 595.959, 'text': '네이티브로 일하고 있는 기업이 어느'},
  {'duration': 3.64, 'start': 598.0, 'text': '정도 성과를 내고 있냐? 기업별로'},
  {'duration': 4.0, 'start': 599.959, 'text': '이렇게 쭉 조사를 했거든요. 직원의'},
  {'duration': 4.16, 'start': 601.64, 'text': '숫자 30명, 40명, 20명, 한'},
  {'duration': 3.841, 'start': 603.959, 'text': '명, 네명. 뭐 이런 식으로 굉장히'},
  {'duration': 3.68, 'start': 605.8, 'text': '소수의 인원인데 연간 수익이'},
  {'duration': 4.0, 'start': 607.8, 'text': '어마어마하죠. 네. 요런 식으로'},
  {'duration': 3.76, 'start': 609.48, 'text': '어마어마한 기업들이 소수의 인원으로'},
  {'duration': 3.68, 'start': 611.8, 'text': '탄생을 하고 있습니다. 대표적인'},
  {'duration': 5.279, 'start': 613.24, 'text': '사례만 몇 개 보자면 뭐 커서 AI'},
  {'duration': 4.88, 'start': 615.48, 'text': 'AR 1450억 연간 1,450억'},
  {'duration': 3.481, 'start': 618.519, 'text': '정도를 버는게 한 20명 정도에'},
  {'duration': 2.88, 'start': 620.36, 'text': '달성을 했다고 합니다. 베이스 44'},
  {'duration': 3.079, 'start': 622.0, 'text': '큰 기업이 아니고 1인 소유'},
  {'duration': 4.32, 'start': 623.24, 'text': '기업입니다. 바이브 코딩 플랫폼인데'},
  {'duration': 4.241, 'start': 625.079, 'text': '믹스에 8천만 달러 현금의 매각이 된'},
  {'duration': 3.24, 'start': 627.56, 'text': '사건도 있었습니다. 하나로 치면 막'},
  {'duration': 3.6, 'start': 629.32, 'text': '1100억이 넘죠. 엄청나죠.'},
  {'duration': 4.24, 'start': 630.8, 'text': '1인으로도이 정도 성과를 낼 수 있는'},
  {'duration': 4.56, 'start': 632.92, 'text': '시대가 됐고 그렇다고 베이스 44가'},
  {'duration': 4.4, 'start': 635.04, 'text': '뭐 기술적으로 어마어마해 가지고 못'},
  {'duration': 4.4, 'start': 637.48, 'text': '만드는 어떤게 있냐? 아닙니다. 외부'},
  {'duration': 4.36, 'start': 639.44, 'text': 'AI를 갖다가 붙여 가지고 그냥 만든'},
  {'duration': 3.56, 'start': 641.88, 'text': '어떤 서비스일 뿐입니다. 진짜 누구나'},
  {'duration': 3.32, 'start': 643.8, 'text': '만들 수가 있어요. 그래서 그냥'},
  {'duration': 3.12, 'start': 645.44, 'text': '포장을 잘하시면 된다라고 소개를'},
  {'duration': 3.719, 'start': 647.12, 'text': '드리겠습니다. 그래서 이제 요즘'},
  {'duration': 4.12, 'start': 648.56, 'text': '시대는 사실 뭐 수익을 많이 올리건'},
  {'duration': 4.201, 'start': 650.839, 'text': '뭐 기업 가치가 크건 이런게 뭐'},
  {'duration': 4.32, 'start': 652.68, 'text': '회사에 뛰어난 사람이 많아서 기술이'},
  {'duration': 3.32, 'start': 655.04, 'text': '좋아서 전문성이 높아서 퀄리티가'},
  {'duration': 3.519, 'start': 657.0, 'text': '좋아서 이런게 전혀 아닙니다.'},
  {'duration': 4.159, 'start': 658.36, 'text': '요즘에는 이게 비례하지 않는 시대가'},
  {'duration': 4.161, 'start': 660.519, 'text': '됐어요. 그래서 제 생각에는 이런'},
  {'duration': 4.0, 'start': 662.519, 'text': '요소들 있잖아요. 되게 복잡한 어떤'},
  {'duration': 3.36, 'start': 664.68, 'text': '함수인 거 같아요. 마치 AI 모델'},
  {'duration': 3.12, 'start': 666.519, 'text': '훈련시키다 보면 이제 글로벌'},
  {'duration': 3.32, 'start': 668.04, 'text': '미니마라는 걸 찾아 가지고 막'},
  {'duration': 3.401, 'start': 669.639, 'text': '이것저것 시도해 보면서 결국 이걸'},
  {'duration': 3.44, 'start': 671.36, 'text': '찾아 나가거든요. 그래서 이런 것처럼'},
  {'duration': 3.28, 'start': 673.04, 'text': '그냥 시장에 성공하는 어떤 서비스를'},
  {'duration': 3.44, 'start': 674.8, 'text': '만든다. IT 프로덕을 만든다라고'},
  {'duration': 4.16, 'start': 676.32, 'text': '하면은 일단 출시하고 고객의 니즈에'},
  {'duration': 3.56, 'start': 678.24, 'text': '맞는이 지점을 찾는게 중요하지. 돈을'},
  {'duration': 2.64, 'start': 680.48, 'text': '얼마나 들었느냐, 인원이 맞냐, 뭐'},
  {'duration': 2.8, 'start': 681.8, 'text': '기술력이 뛰었느냐 아무 상관없습니다.'},
  {'duration': 3.12, 'start': 683.12, 'text': '고객의 니즈에 맞게 계속 고쳐'},
  {'duration': 3.52, 'start': 684.6, 'text': '나가면서 최적의 지점을 찾는 거.'},
  {'duration': 3.279, 'start': 686.24, 'text': '요것만 반복할 수 있으면은 누구나'},
  {'duration': 3.279, 'start': 688.12, 'text': '성공할 수 있지. 뭐가 하나가'},
  {'duration': 3.721, 'start': 689.519, 'text': '뛰어나서 성공하는 건 아닙니다. 즉'},
  {'duration': 2.921, 'start': 691.399, 'text': '네. 이제 시간이 없습니다. AGI가'},
  {'duration': 2.839, 'start': 693.24, 'text': '얼마 안 남았다 이런 얘기도'},
  {'duration': 3.04, 'start': 694.32, 'text': '있잖아요. 특이점이 오면은 사실 이런'},
  {'duration': 2.76, 'start': 696.079, 'text': '것도 AI가 찾아 줄 거예요. 근데'},
  {'duration': 3.2, 'start': 697.36, 'text': '그 기간이 얼마 남지 않았다라는'},
  {'duration': 3.601, 'start': 698.839, 'text': '생각이 들어서 인간의 노력에 들어가서'},
  {'duration': 3.12, 'start': 700.56, 'text': '좀 빛을 바랄 시점은 얼마 남지'},
  {'duration': 3.04, 'start': 702.44, 'text': '않았다. 그래서 시간이 없습니다.'},
  {'duration': 3.24, 'start': 703.68, 'text': '저는 이런 생각도 들었어요. 한국인이'},
  {'duration': 3.4, 'start': 705.48, 'text': '되게 잘하지 않을까라는 생각도'},
  {'duration': 3.76, 'start': 706.92, 'text': '들었어요. 사실 한국은 소프트웨어'},
  {'duration': 3.519, 'start': 708.88, 'text': '파워가 되게 강하잖아요. K 컨텐츠'},
  {'duration': 3.279, 'start': 710.68, 'text': '이런 거. 넷플릭스에서도 K 컨텐츠'},
  {'duration': 3.361, 'start': 712.399, 'text': '하면서 오징어 게임 대박 나고 요런'},
  {'duration': 4.041, 'start': 713.959, 'text': '것들이 이제 한국에서 되게 잘하는'},
  {'duration': 3.68, 'start': 715.76, 'text': '영역이다 보니까 이런 IT 프로덕도'},
  {'duration': 2.6, 'start': 718.0, 'text': '충분히 잘할 수 있지 않을까라는'},
  {'duration': 2.6, 'start': 719.44, 'text': '생각이 들어요. 저는 큰 꿈이'},
  {'duration': 3.76, 'start': 720.6, 'text': '있습니다. 여기에 이제 한축으로'},
  {'duration': 4.64, 'start': 722.04, 'text': '글로벌을 장악하는 어떤 IT 프로덕이'},
  {'duration': 4.12, 'start': 724.36, 'text': '조코딩 채널에 제가 지금 진행하는이'},
  {'duration': 3.12, 'start': 726.68, 'text': '프로덕 빌더 부트 캠프를 통해서 나올'},
  {'duration': 3.12, 'start': 728.48, 'text': '수 있지 않을까 생각이 듭니다. 이번'},
  {'duration': 3.599, 'start': 729.8, 'text': '강의에서 다룰게 웹 서비스를 만드는'},
  {'duration': 3.12, 'start': 731.6, 'text': '거 일단 할 거고 똑같이 유통 채널이'},
  {'duration': 2.641, 'start': 733.399, 'text': '지금 다 뚫려 있잖아요. 웬만한'},
  {'duration': 2.88, 'start': 734.72, 'text': '사이트는 이제 글로벌에서 다 들어올'},
  {'duration': 3.4, 'start': 736.04, 'text': '수 있잖아요. 저희는 글로벌 결제를'},
  {'duration': 3.799, 'start': 737.6, 'text': '붙일 겁니다. 글로벌 결제, 글로벌'},
  {'duration': 4.199, 'start': 739.44, 'text': '구독이 가능한 시스템을 만들어서 붙일'},
  {'duration': 3.521, 'start': 741.399, 'text': '거예요. 그리고 광고도 글로벌에서 다'},
  {'duration': 2.601, 'start': 743.639, 'text': '수익을 얻을 수 있는 뭐 구글'},
  {'duration': 3.08, 'start': 744.92, 'text': '에드센스 같은 걸 붙일 거예요.'},
  {'duration': 4.039, 'start': 746.24, 'text': '그래서 내가이 사이트를 잘 만든다.'},
  {'duration': 4.079, 'start': 748.0, 'text': '글로벌로 결제 구독을 받고 글로벌로'},
  {'duration': 3.281, 'start': 750.279, 'text': '광고를 받는 그런 서비스 만들 수'},
  {'duration': 3.12, 'start': 752.079, 'text': '있도록 이번 강의에서 쫙 준비를'},
  {'duration': 3.079, 'start': 753.56, 'text': '했습니다. 그리고 앱을 출시하더라도'},
  {'duration': 2.961, 'start': 755.199, 'text': '사실 구글 플레이 스토어, 애플'},
  {'duration': 3.2, 'start': 756.639, 'text': '앱스토어 이런 거 다 글로벌 유통이'},
  {'duration': 3.08, 'start': 758.16, 'text': '되잖아요. 게임 만들어도 뭐 스팀이나'},
  {'duration': 3.761, 'start': 759.839, 'text': '이런데 출시하면 글로벌이 쓸 수'},
  {'duration': 4.68, 'start': 761.24, 'text': '있으니까 충분히 진짜 이거에 한축으로'},
  {'duration': 4.359, 'start': 763.6, 'text': 'KIT 제품이 나올 수 있지 않을까?'},
  {'duration': 4.0, 'start': 765.92, 'text': '그래서 이번 강의는 최대한 글로벌'},
  {'duration': 3.201, 'start': 767.959, 'text': '무조건 글로벌로 만들 거고요. 확장성'},
  {'duration': 2.88, 'start': 769.92, 'text': '무조건 고려해서 만들 겁니다.'},
  {'duration': 3.16, 'start': 771.16, 'text': '예전에는 네트리파이 뭐 이런 걸로'},
  {'duration': 3.159, 'start': 772.8, 'text': '디플로해서 올리면은 사람이 너무'},
  {'duration': 3.28, 'start': 774.32, 'text': '많아지면 서버가 돈이 과금이 많이'},
  {'duration': 3.761, 'start': 775.959, 'text': '되고 막 이런 경우가 있었는데 최대한'},
  {'duration': 4.0, 'start': 777.6, 'text': '확장성 있게 몇 억이 들어와도 감당할'},
  {'duration': 3.359, 'start': 779.72, 'text': '수 있는 정도의 그런 위주로 이번'},
  {'duration': 2.799, 'start': 781.6, 'text': '커리큘럼을 다 구성을 했으니까요.'},
  {'duration': 2.401, 'start': 783.079, 'text': '요거를 직접 만들어 보도록'},
  {'duration': 2.921, 'start': 784.399, 'text': '하겠습니다. 그래서 어떤 걸 배울'},
  {'duration': 3.68, 'start': 785.48, 'text': '거냐? 5주 완성으로 진행을 합니다.'},
  {'duration': 3.4, 'start': 787.32, 'text': '기획 개발 마케팅 수익화 데이터 분석'},
  {'duration': 2.72, 'start': 789.16, 'text': '그로스 다 다룹니다. 그 이제 다음'},
  {'duration': 3.119, 'start': 790.72, 'text': '과정 진행을 해 보겠습니다. 이제'},
  {'duration': 4.199, 'start': 791.88, 'text': 'IT 프로덕이 실제로 어떻게 생겼는지'},
  {'duration': 3.721, 'start': 793.839, 'text': '구조를 먼저 보고 이걸 어떻게 하나씩'},
  {'duration': 3.161, 'start': 796.079, 'text': '구현할 건지 그리고 왜 이런 걸'},
  {'duration': 3.56, 'start': 797.56, 'text': '사용하는지를 하나씩 좀 소개를'},
  {'duration': 3.68, 'start': 799.24, 'text': '드리도록 하겠습니다. 일단은 그 IT'},
  {'duration': 3.32, 'start': 801.12, 'text': '프로덕이 뭔가에 대해서도 잘 모르시는'},
  {'duration': 3.2, 'start': 802.92, 'text': '분도 있을 수 있을 것 같아서 어떤'},
  {'duration': 3.48, 'start': 804.44, 'text': '건지 그냥 개념적으로 소개해 드리면'},
  {'duration': 3.159, 'start': 806.12, 'text': '이런 겁니다. 구글 이런 거 검색할'},
  {'duration': 2.8, 'start': 807.92, 'text': '수 있는 서비스잖아요. 기본적으로'},
  {'duration': 3.12, 'start': 809.279, 'text': '인스타그램 이것도 SNS'},
  {'duration': 3.6, 'start': 810.72, 'text': '서비스잖아요. 사진 뭐 영상 이런 거'},
  {'duration': 3.521, 'start': 812.399, 'text': '올리고 친구랑 소통하고 채피 이런'},
  {'duration': 3.28, 'start': 814.32, 'text': '것도 인공지능이랑 대화할 수 있는'},
  {'duration': 3.88, 'start': 815.92, 'text': '어떤 IT 프로덕이고 넷플릭스 이런'},
  {'duration': 3.799, 'start': 817.6, 'text': '것도 뭐 영화 등록해 가지고 사람들이'},
  {'duration': 3.159, 'start': 819.8, 'text': '영화 스트리밍으로 볼 수 있게 하는'},
  {'duration': 3.841, 'start': 821.399, 'text': '서비스고 리그 오브 레전드 뭐 이런'},
  {'duration': 4.161, 'start': 822.959, 'text': '게임도 사람들이 접속해 가지고 게임을'},
  {'duration': 3.52, 'start': 825.24, 'text': '즐기면서 할 수 있는 이런 모든'},
  {'duration': 3.44, 'start': 827.12, 'text': '것들이 다 IT 프로덕입니다. 그래서'},
  {'duration': 3.48, 'start': 828.76, 'text': '이번 5주 과정을 끝낸다. 아 이게'},
  {'duration': 3.399, 'start': 830.56, 'text': '대략 요렇게 생겼구나라는 거를'},
  {'duration': 3.839, 'start': 832.24, 'text': '이해하실 수가 있습니다. 진짜 잘하면'},
  {'duration': 3.641, 'start': 833.959, 'text': '요런 것들을 구조를 똑같이 클론을 할'},
  {'duration': 3.0, 'start': 836.079, 'text': '수도 있어요. 직접 여러분이이'},
  {'duration': 3.799, 'start': 837.6, 'text': '서비스를 만들어서 내놓는 것도'},
  {'duration': 4.12, 'start': 839.079, 'text': '가능합니다. 근데이 모든 프로덕을'},
  {'duration': 3.641, 'start': 841.399, 'text': '진짜 추상화 추상화 해 가지고 진짜'},
  {'duration': 3.241, 'start': 843.199, 'text': '간단하게 소개를 드리면 어떻게 소개를'},
  {'duration': 2.799, 'start': 845.04, 'text': '드릴 수 있냐? 이걸로 설명'},
  {'duration': 3.28, 'start': 846.44, 'text': '가능합니다. 큰 프레임워크로 요것만'},
  {'duration': 3.481, 'start': 847.839, 'text': '기억하시면 이제 나머지 정보를 넣기에'},
  {'duration': 3.72, 'start': 849.72, 'text': '이제 칸이 만들어질 겁니다. 크게'},
  {'duration': 4.079, 'start': 851.32, 'text': 'IT 프로덕은 프론트 엔드 클라이언트'},
  {'duration': 4.48, 'start': 853.44, 'text': '사이드라고도 하는데 프론트 엔드'},
  {'duration': 4.0, 'start': 855.399, 'text': '부분과 백엔드 서버 부분으로 나눠져'},
  {'duration': 3.56, 'start': 857.92, 'text': '있습니다. 이게 무슨 말이냐? 프론트'},
  {'duration': 4.321, 'start': 859.399, 'text': '엔드는 프론트잖아요. 앞쪽 즉 우리가'},
  {'duration': 4.76, 'start': 861.48, 'text': '보는 화면 단에서 돌아가는게 있고'},
  {'duration': 3.76, 'start': 863.72, 'text': '우리가 안 보이는 뒷단에서 돌아가는게'},
  {'duration': 2.279, 'start': 866.24, 'text': '있습니다. 엄밀히 말은 좀 다르지만'},
  {'duration': 2.799, 'start': 867.48, 'text': '프런트엔드 부분을 이제'},
  {'duration': 3.081, 'start': 868.519, 'text': '클라이언트라고도 부르고 백핸드를'},
